class,image,width,height,aspect_ratio,avg_r,avg_g,avg_b
Mabroom,IMG_3903.JPG,2183,1441,1.5149201943095072,220.5723892023534,219.09769381438971,140.063309001879
Mabroom,IMG_3929.JPG,1576,2245,0.7020044543429844,224.7958222482103,223.50602230286566,144.36109218937543
Mabroom,IMG_3901.JPG,1996,1590,1.2553459119496855,224.15053262174212,222.77664654822888,143.39470361082533
Mabroom,IMG_3875.JPG,2911,1478,1.969553450608931,226.03024854341706,224.82610539775163,145.44498954671784
Mabroom,IMG_3861.JPG,677,971,0.6972193614830072,220.844568658104,219.29087999131946,140.08213579398506
Mabroom,IMG_2941.JPG,2014,3667,0.5492227979274611,217.96577242208934,218.1435042853545,134.0080113177655
Mabroom,IMG_2969.JPG,1828,3534,0.5172608941709111,219.99989456295367,220.27682359762588,136.00528033639833
Mabroom,IMG_2996.JPG,1948,1710,1.1391812865497075,220.0296645929784,220.3162597321352,136.25729591987098
Mabroom,IMG_2982.JPG,1925,2898,0.6642512077294686,223.47283369011132,223.88080579132372,139.50805038919611
Mabroom,IMG_2983.JPG,1468,2898,0.5065562456866805,221.62751106502915,221.91519813903892,137.7764598984232
Mabroom,IMG_2997.JPG,1819,1808,1.0060840707964602,222.32149686669453,222.71758555973508,138.4631019456233
Mabroom,IMG_2968.JPG,1824,3533,0.5162751202943674,222.4152346429184,222.78799093810727,138.27097198109567
Mabroom,IMG_2940.JPG,1478,3670,0.402724795640327,220.40209330212977,220.6302817876229,136.4220546727645
Mabroom,IMG_2954.JPG,1760,3532,0.4983012457531144,223.3921718937543,223.86861260252343,139.38736995911566
Mabroom,IMG_3874.JPG,2371,1475,1.607457627118644,226.18396286338663,224.1326465022362,145.98516681044953
Mabroom,IMG_2890.JPG,2209,1938,1.1398348813209493,221.98425125519762,223.19281617048182,139.6242998399634
Mabroom,IMG_3967.JPG,354,714,0.4957983193277311,225.92276694494456,224.69237287719335,145.5679249565079
Mabroom,IMG_3973.JPG,1978,1582,1.2503160556257902,220.28307318458505,218.78060141425183,139.8409437224044
Mabroom,IMG_4013.JPG,2215,1390,1.5935251798561152,220.8468095162823,219.4466533756823,140.548607873764
Mabroom,IMG_4007.JPG,1912,1936,0.987603305785124,220.39125762227795,218.91950565263133,140.11077152456275
Mabroom,IMG_3998.JPG,2882,2489,1.1578947368421053,220.50733281446475,219.0589929483882,140.19043303647976
Mabroom,IMG_2933.JPG,1482,3090,0.4796116504854369,216.75915700374372,217.6316648046339,134.5260550067694
Mabroom,IMG_2927.JPG,1605,3089,0.519585626416316,219.56839894877757,220.5420454362783,137.27271250169682
Mabroom,IMG_2926.JPG,1642,3091,0.5312196700097056,217.0834161089499,217.97667296051597,134.8717480848301
Mabroom,IMG_2932.JPG,1413,3090,0.45728155339805826,219.99358843405278,221.02207619554113,137.6376650042331
Mabroom,IMG_3999.JPG,1000,2034,0.4916420845624385,226.0691096022841,224.84024266930655,145.73670700624427
Mabroom,IMG_4012.JPG,783,1991,0.39326971371170266,224.42683165750387,223.1312993193087,144.16526266271578
Mabroom,IMG_2891.JPG,1573,2153,0.7306084533209475,216.47224466038665,217.45271324293768,134.37937985155534
Mabroom,IMG_2885.JPG,1864,2018,0.9236868186323092,220.9271767140525,221.9939330440708,138.5194609214249
Mabroom,IMG_2878.JPG,1501,2267,0.6621085134539039,220.46614360068017,221.40773560742454,138.1325304600873
Mabroom,IMG_2887.JPG,1549,2008,0.771414342629482,216.90121799045139,217.8891258292074,134.7945649853895
Mabroom,IMG_3970.JPG,2390,1013,2.359328726554788,222.89075477296598,221.4804957092871,142.57543448547167
Mabroom,IMG_3964.JPG,826,324,2.549382716049383,221.95035589607983,220.54706404990785,141.84724678140716
Mabroom,IMG_3958.JPG,2321,2550,0.9101960784313725,220.49613092367542,219.04516830409452,139.92816226298154
Mabroom,IMG_4004.JPG,733,640,1.1453125,225.96602895393949,224.71608633312616,145.58541031476838
Mabroom,IMG_4010.JPG,505,279,1.810035842293907,224.47681395256416,223.21694199745656,144.0197384402149
Mabroom,IMG_2924.JPG,1762,3092,0.5698576972833118,221.51307553333618,222.5144340469786,138.96841878590106
Mabroom,IMG_2930.JPG,1854,3092,0.5996119016817594,216.05236062885803,216.93733841172624,133.95302559111727
Mabroom,IMG_2931.JPG,1693,3090,0.5478964401294498,221.5152559424297,222.60627004922554,139.11615696310943
Mabroom,IMG_2925.JPG,1453,3092,0.46992238033635186,222.02710379559971,223.0858461286687,139.6117907865548
Mabroom,IMG_4011.JPG,2405,1200,2.004166666666667,221.61261697986325,220.23516413126572,141.26303210823187
Mabroom,IMG_3959.JPG,1885,2097,0.8989031950405341,224.42395315357797,223.1123003338263,143.73264798695058
Mabroom,IMG_3971.JPG,711,294,2.4183673469387754,221.72755854239898,220.27873084160308,141.27252713566673
Mabroom,IMG_2886.JPG,1658,2382,0.6960537363560033,222.36688921753543,223.61005634993356,140.02478925986654
Mabroom,IMG_2892.JPG,1467,2065,0.710411622276029,217.43027334819388,218.43218656451833,135.32915799280906
Mabroom,IMG_2879.JPG,1697,1932,0.8783643892339544,219.14819955498757,220.04223532343107,136.91422252541653
Mabroom,IMG_2896.JPG,1392,2107,0.6606549596582819,222.24091137125987,223.41064799186242,139.83362709467522
Mabroom,IMG_3949.JPG,2449,1228,1.994299674267101,221.57115476841136,220.15353704730725,141.0375102478781
Mabroom,IMG_3975.JPG,2393,1958,1.2221654749744637,224.575219201889,223.24957680059015,144.2897392171782
Mabroom,IMG_3961.JPG,697,1921,0.36283185840707965,223.76160058683055,222.44079327507,143.1558088835484
Mabroom,IMG_4001.JPG,2407,1406,1.7119487908961593,220.96664215213477,219.50442076492484,140.57773171814273
Mabroom,IMG_3008.JPG,1516,2450,0.6187755102040816,217.89212595691515,218.14057448622185,134.2947761385638
Mabroom,IMG_4015.JPG,363,488,0.7438524590163934,221.82612063560956,220.4753973341228,141.52317209335348
Mabroom,IMG_2921.JPG,1694,3089,0.5483975396568469,216.63801614476165,217.52021444187244,134.4966142930884
Mabroom,IMG_2935.JPG,1765,3091,0.5710126172759624,217.93666621567073,218.8146576360311,135.64220326253144
Mabroom,IMG_2909.JPG,1815,1770,1.0254237288135593,216.07025913958904,217.03674824334848,133.96073159356067
Mabroom,IMG_2908.JPG,1662,1933,0.85980341438179,217.77481750292924,218.78035693872886,135.61954317236797
Mabroom,IMG_2934.JPG,1685,3091,0.5451310255580718,217.96226520302855,217.57008889978422,136.22787223017048
Mabroom,IMG_2920.JPG,1584,3092,0.5122897800776197,221.4331941608975,222.44716113683128,139.0563953680484
Mabroom,IMG_4014.JPG,2216,2311,0.9588922544353093,222.5851787328175,221.2556961680527,142.19823459647918
Mabroom,IMG_4000.JPG,1857,1019,1.8223748773307165,221.53932494838105,220.07483172493,141.05812891160838
Mabroom,IMG_3960.JPG,882,2293,0.38464893153074575,224.14179239853038,222.81054966581647,143.6410431201239
Mabroom,IMG_3974.JPG,378,558,0.6774193548387096,225.12469870345365,223.78690302203003,144.67909567945887
Mabroom,IMG_3948.JPG,2441,1242,1.965378421900161,223.36611214259688,221.98529742066043,142.88150997013602
Mabroom,IMG_2883.JPG,1630,2194,0.7429352780309936,219.43047250085735,220.45467697304028,137.12437223374272
Mabroom,IMG_2897.JPG,1553,1962,0.7915392456676861,222.2906355716128,223.46180482994328,139.92099427413766
Mabroom,IMG_2881.JPG,1847,1847,1.0,220.0728149693144,221.02841023260675,137.7768909121192
Mabroom,IMG_2895.JPG,1075,2335,0.4603854389721627,218.43937743805728,219.4336957264339,136.19937062623242
Mabroom,IMG_3962.JPG,2254,1327,1.6985681989449888,220.22466312612525,218.7670807456883,139.68613953278606
Mabroom,IMG_3976.JPG,1969,1184,1.6630067567567568,225.959242916238,224.72665615980083,145.59396405562342
Mabroom,IMG_3989.JPG,2113,1899,1.1126908899420749,224.1918774514532,222.7902124838356,143.72246429764303
Mabroom,IMG_4002.JPG,1982,1167,1.6983718937446444,221.16256377573802,219.69249718015902,140.77714839284693
Mabroom,IMG_2936.JPG,1761,3090,0.5699029126213592,217.65138019270475,218.52568488868883,135.35895336344737
Mabroom,IMG_2922.JPG,1540,3093,0.49789848043970253,216.75007133326903,217.64683506899792,134.5259287502322
Mabroom,IMG_2937.JPG,1909,3089,0.6179993525412755,215.8597012464456,216.68924733019333,133.64572008200088
Mabroom,IMG_4003.JPG,1010,1898,0.5321390937829295,225.31283763297682,224.06115979411365,144.98947627761345
Mabroom,IMG_3988.JPG,2402,1214,1.9785831960461284,223.8058380978152,222.52960046001587,143.39470026184557
Mabroom,IMG_3963.JPG,1187,1414,0.8394625176803394,221.21129104063073,219.7698739622628,140.83645341033306
Mabroom,IMG_2894.JPG,1222,2402,0.5087427144046628,217.09411475971294,218.04859124049784,134.91931894700932
Mabroom,IMG_2880.JPG,1576,2222,0.7092709270927092,216.28436711873428,217.18582545430027,134.08318592240727
Mabroom,IMG_2872.JPG,1720,2190,0.7853881278538812,216.70538544970992,217.66350640190973,134.6293110858375
Mabroom,IMG_3946.JPG,2391,998,2.3957915831663326,221.67501935710305,220.24877784565044,141.0206560048547
Mabroom,IMG_3952.JPG,904,748,1.2085561497326203,225.99614258928827,224.80676621174126,145.51350342131772
Mabroom,IMG_3985.JPG,1821,1421,1.2814919071076707,221.23171434720794,219.77724607142346,140.72775032730695
Mabroom,IMG_3991.JPG,486,583,0.8336192109777015,224.2963696389532,222.98388772344393,143.93058307300598
Mabroom,IMG_3007.JPG,1765,2880,0.6128472222222222,223.6992259503065,224.18155863081205,139.82169931252145
Mabroom,IMG_2912.JPG,1771,1924,0.9204781704781705,217.36373347390116,218.28802649310913,135.13528521921083
Mabroom,IMG_2913.JPG,1618,2029,0.7974371611631346,221.4296095804041,222.53421887056328,138.99310528790508
Mabroom,IMG_3006.JPG,1400,1919,0.7295466388744137,221.88497454552112,222.28615218076632,138.05376597240084
Mabroom,IMG_3990.JPG,1860,1184,1.570945945945946,220.69277748976552,219.18967443674626,140.22176352362683
Mabroom,IMG_3984.JPG,260,740,0.35135135135135137,225.89397855670583,224.56455973418923,145.3688356445759
Mabroom,IMG_3953.JPG,2448,1580,1.549367088607595,221.47413940150605,220.07023151050598,141.0538777725087
Mabroom,IMG_3947.JPG,1139,611,1.8641571194762685,226.24323014903408,225.03007735473466,145.58439261563356
Mabroom,IMG_2898.JPG,1002,2191,0.45732542218165223,218.91546778772647,219.93535509009203,136.6315091887074
Mabroom,IMG_2873.JPG,1671,2008,0.8321713147410359,215.88790222363326,216.86562436369385,133.8748149688679
Mabroom,IMG_2871.JPG,1506,2133,0.7060478199718706,222.14531479963279,223.35708697702333,139.8390271571002
Mabroom,IMG_3945.JPG,2401,1581,1.5186590765338392,220.9779715832369,219.58507290505688,140.56367699893903
Mabroom,IMG_3979.JPG,232,739,0.31393775372124494,222.2399849318237,220.78611735137673,141.76287587832576
Mabroom,IMG_3992.JPG,238,651,0.3655913978494624,220.32162697455848,218.7502310796039,139.69878628507945
Mabroom,IMG_3986.JPG,421,2362,0.17823878069432683,225.63015564271834,224.42221363767075,145.257238317419
Mabroom,IMG_2939.JPG,1866,3670,0.5084468664850136,223.1331208852202,223.49377608855238,138.95444952149776
Mabroom,IMG_2911.JPG,1602,2297,0.697431432303004,216.47883813175153,217.31300178880173,134.26689839374
Mabroom,IMG_2910.JPG,1389,2254,0.6162377994676131,217.6800174861397,218.68357544224395,135.51390870368584
Mabroom,IMG_2904.JPG,1535,1886,0.8138918345705196,222.2279610339506,223.43573352480567,139.84394385011217
Mabroom,IMG_2938.JPG,2008,3669,0.547288089397656,220.70242763077988,220.95903438643117,136.56515585258774
Mabroom,IMG_3005.JPG,1503,3450,0.4356521739130435,219.3590804572295,219.65889982442417,135.63245454987927
Mabroom,IMG_4018.JPG,784,1194,0.6566164154103853,219.4446435971079,218.51338648610755,140.33411922725193
Mabroom,IMG_3987.JPG,955,511,1.8688845401174168,224.52787891696673,223.25685524994998,144.32740798343193
Mabroom,IMG_3993.JPG,2032,985,2.062944162436548,226.0686999662423,224.82398967978395,145.48595856508274
Mabroom,IMG_3978.JPG,2016,2189,0.9209684787574235,225.84457747708404,224.53218955627358,145.35987472359753
Mabroom,IMG_3950.JPG,1081,2204,0.4904718693284936,226.26787143981124,225.08367889222893,145.6696982189679
Mabroom,IMG_2870.JPG,1505,2089,0.7204404021062709,215.9671640348151,216.8315323636474,133.90250567317173
Mabroom,IMG_2874.JPG,1734,2059,0.8421563865954347,217.00082368157365,217.9113354257759,134.77228550677654
Mabroom,IMG_3954.JPG,2476,2556,0.9687010954616588,224.9452287196895,223.64169723168868,144.3663475758745
Mabroom,IMG_3940.JPG,2163,1582,1.3672566371681416,221.03817998801512,219.11558099440586,140.67665404994355
Mabroom,IMG_3001.JPG,1432,2602,0.5503458877786318,220.50393834438944,220.81966017455775,136.84942467876587
Mabroom,IMG_4008.JPG,2404,1935,1.2423772609819121,224.79965789055356,223.5073155114026,144.36992406300013
Mabroom,IMG_3997.JPG,322,1033,0.3117134559535334,226.08900483056843,224.84347281610798,145.62753300084663
Mabroom,IMG_3983.JPG,2397,1582,1.5151706700379266,220.2931933549097,218.7637636370456,139.88094722990255
Mabroom,IMG_2914.JPG,1684,2474,0.6806790622473726,221.86251098465362,222.99584598131358,139.4271924542574
Mabroom,IMG_2928.JPG,1533,3090,0.4961165048543689,222.0077988249993,223.12627088200517,139.59492493373486
Mabroom,IMG_2929.JPG,1807,3089,0.5849789575914536,220.53535456541852,221.59361414305414,138.20846606456476
Mabroom,IMG_2915.JPG,1951,3094,0.6305753070458953,216.447940444423,217.3689222715192,134.29905725103237
Mabroom,IMG_2901.JPG,1687,1705,0.9894428152492669,216.00445336166123,216.96245760191616,133.91556049864968
Mabroom,IMG_3982.JPG,618,433,1.4272517321016167,220.45393260647077,218.90243668418853,139.94099276263145
Mabroom,IMG_3996.JPG,2085,2493,0.8363417569193743,220.50698982312028,219.03755596145191,140.09542895518976
Mabroom,IMG_4009.JPG,1819,1582,1.1498103666245258,224.2916817370756,223.02347952969606,143.80928246768903
Mabroom,IMG_3941.JPG,1555,502,3.097609561752988,225.95702968714278,224.7674075502972,145.43160853061056
Mabroom,IMG_3955.JPG,912,881,1.0351872871736663,226.25725054119513,225.051398969318,145.6610122492284
Mabroom,IMG_2875.JPG,1791,2257,0.793531236154187,217.0180161715535,217.94290039732297,134.7900329785201
Mabroom,IMG_2877.JPG,1692,1961,0.8628250892401835,216.6726487259588,217.58466879483169,134.5058168987733
Mabroom,IMG_3943.JPG,2327,758,3.069920844327177,226.46687083163653,225.31709591656664,145.94639779270977
Mabroom,IMG_3957.JPG,1875,1578,1.188212927756654,226.0947191947445,224.88634745977652,145.49859415411024
Mabroom,IMG_3980.JPG,2191,1055,2.076777251184834,225.27980580829188,223.95221089597266,144.73606338814943
Mabroom,IMG_3994.JPG,2402,1988,1.2082494969818913,226.0455354080933,224.795228362465,145.5105780316751
Mabroom,IMG_2917.JPG,1792,3095,0.5789983844911147,217.71057246120543,218.68704113395563,135.57443291725608
Mabroom,IMG_2903.JPG,1605,1967,0.8159633960345705,217.7841776222958,218.7672066115112,135.63065960835692
Mabroom,IMG_2916.JPG,1713,3095,0.5534733441033926,216.42382918551027,217.3334123134395,134.27332408121856
Mabroom,IMG_3995.JPG,2406,2494,0.9647153167602245,221.21515967042467,219.74437728623684,140.79322377480923
Mabroom,IMG_3003.JPG,1866,1593,1.1713747645951036,217.92590544133301,218.182157540027,134.29082808213306
Mabroom,IMG_3942.JPG,948,493,1.922920892494929,220.98933299709577,219.6152685345936,140.53856746497414
Mabroom,IMG_3925.JPG,1507,754,1.9986737400530503,225.5723745784751,224.35982130737025,145.19712106070673
Mabroom,IMG_3931.JPG,817,2180,0.37477064220183487,223.95417261668737,222.68029003727636,143.37242926731466
Mabroom,IMG_3886.JPG,2553,1590,1.6056603773584905,221.42473541943517,220.09740468580318,141.0324820896562
Mabroom,IMG_2959.JPG,1733,3532,0.49065685164212913,219.94052284495385,220.27539218785722,136.18358336816272
Mabroom,IMG_2971.JPG,2174,3534,0.6151669496321449,218.2484369753265,218.44211227075118,134.4341881939086
Mabroom,IMG_2965.JPG,1807,3537,0.5108849307322589,220.7624024442194,221.0275922442987,136.76692284129228
Mabroom,IMG_2964.JPG,1871,2952,0.6338075880758808,222.633310102577,222.98348405974937,138.52841614913766
Mabroom,IMG_2970.JPG,1882,2959,0.6360256843528219,222.4902959404114,222.8393933680377,138.38202956434685
Mabroom,IMG_2958.JPG,1484,3533,0.42003962637984715,222.89441649162666,223.33418257878586,138.87717655776677
Mabroom,IMG_3887.JPG,1255,1001,1.2537462537462538,225.55323426604653,224.39364912872944,145.0846104109511
Mabroom,IMG_3893.JPG,1900,1186,1.6020236087689714,225.4912655258702,224.30095294102938,145.0345117946602
Mabroom,IMG_3930.JPG,2182,2542,0.8583792289535799,222.622591971915,221.2572186142547,142.16110925800896
Mabroom,IMG_3924.JPG,2084,1231,1.692932575142161,222.75386768091636,221.37430469598408,142.43234391075103
Mabroom,IMG_3932.JPG,2989,1226,2.438009787928222,222.15823466122615,220.84161971397035,141.74024871979665
Mabroom,IMG_3926.JPG,671,830,0.808433734939759,225.0602646676383,223.79195970239627,144.7017803288073
Mabroom,IMG_3885.JPG,2528,1561,1.6194746957078796,224.6865687045432,223.48609447784494,144.20213169260117
Mabroom,IMG_3891.JPG,2844,1628,1.746928746928747,225.61460532496713,224.42201671766045,145.00700941465192
Mabroom,IMG_2966.JPG,1883,3535,0.5326732673267327,223.73946494689858,224.16423642368255,139.56443024030492
Mabroom,IMG_2972.JPG,1667,2960,0.5631756756756757,217.87273971773905,218.057129073699,134.05238557875728
Mabroom,IMG_2999.JPG,1513,1770,0.8548022598870056,222.926121283079,223.35408751911152,139.02828592964107
Mabroom,IMG_2998.JPG,1740,1766,0.9852774631936579,223.48011984212462,223.93917990406734,139.5131875567094
Mabroom,IMG_2973.JPG,1800,2958,0.6085192697768763,220.1532217408622,220.41353224487025,136.22537333310115
Mabroom,IMG_2967.JPG,1672,3534,0.4731182795698925,220.7615927167281,221.0192268277392,136.75886832168783
Mabroom,IMG_3890.JPG,1754,1127,1.5563442768411713,223.4704779061107,222.1324791090642,142.77466986873785
Mabroom,IMG_3884.JPG,2662,1573,1.6923076923076923,220.6476025435278,219.26068212912952,140.1631989097508
Mabroom,IMG_3927.JPG,2144,1023,2.0957966764418376,220.49937424313057,219.02963528940543,140.11397113983196
Mabroom,IMG_3937.JPG,2442,2556,0.9553990610328639,224.88577283066488,223.6442050035544,144.50699222322245
Mabroom,IMG_3923.JPG,706,461,1.5314533622559654,220.28590670054942,218.8529839186457,139.904200982546
Mabroom,IMG_3857.JPG,2311,1564,1.477621483375959,220.68385279358498,219.1948676438543,140.12601033137932
Mabroom,IMG_3880.JPG,2543,834,3.04916067146283,221.57044718480296,220.18937514958776,141.15451578664408
Mabroom,IMG_3894.JPG,2258,2330,0.9690987124463519,225.40199182804284,224.19932535918923,144.99453256726537
Mabroom,IMG_2963.JPG,1836,3533,0.5196716671384093,217.3322478731746,217.59074987229224,133.67259011881288
Mabroom,IMG_2977.JPG,2057,3532,0.5823895809739524,218.24674685687086,218.33902989210034,134.4201043943973
Mabroom,IMG_2988.JPG,1279,2685,0.47635009310986964,219.34902034527533,219.59040515064157,135.59298040444958
Mabroom,IMG_2989.JPG,1600,2879,0.5557485237929837,217.50851243677127,217.71062403549382,133.85708189773734
Mabroom,IMG_2976.JPG,1642,3534,0.4646293152235427,217.85326791212992,218.03416701719323,134.12032119618414
Mabroom,IMG_2962.JPG,1910,3532,0.5407701019252548,218.52224420269275,218.8302538348051,134.83312095219978
Mabroom,IMG_3881.JPG,2892,1586,1.8234552332912988,224.54378634759374,223.3341824671532,144.0840638016368
Mabroom,IMG_3922.JPG,2351,2488,0.944935691318328,223.3600278277892,222.00502598138502,142.78596061912367
Mabroom,IMG_3908.JPG,2626,765,3.4326797385620913,225.80422338722065,224.6376217465778,145.3774116561464
Mabroom,IMG_3920.JPG,2881,1083,2.6602031394275163,220.2676425928605,218.85111725314,139.89706999992856
Mabroom,IMG_3934.JPG,2247,2549,0.8815221655551196,224.55452233948117,223.3394206622228,144.17233397767703
Mabroom,IMG_3868.JPG,2375,1469,1.6167460857726343,225.56491171196274,224.25699786067173,144.86418011616942
Mabroom,IMG_3883.JPG,2542,1580,1.6088607594936708,225.5621942939636,224.35868337986182,144.9920451683599
Mabroom,IMG_2974.JPG,1845,3533,0.5222190772714407,220.35361966663808,220.64446125632287,136.44333369948845
Mabroom,IMG_2948.JPG,2033,3089,0.6581417934606669,217.27948173868313,217.49558397946316,133.48855374532036
Mabroom,IMG_2949.JPG,2047,3090,0.6624595469255663,223.02169809572544,223.46808634384288,139.02722876836134
Mabroom,IMG_2961.JPG,1674,3532,0.4739524348810872,217.8287399285015,218.10137573856167,134.2062535052655
Mabroom,IMG_2975.JPG,1707,3533,0.483158788564959,217.79067391743112,217.98501080380873,134.08256837053827
Mabroom,IMG_3882.JPG,2889,2614,1.1052027543993879,225.24049202317673,224.08277890973295,144.80332686533708
Mabroom,IMG_3869.JPG,2381,1592,1.495603015075377,222.8242388438786,221.4453976199024,142.17217417552584
Mabroom,IMG_3921.JPG,1357,1032,1.314922480620155,220.264050030632,218.8016808417817,139.8566619356746
Mabroom,IMG_3909.JPG,2882,756,3.812169312169312,225.8211487960641,224.66670395197474,145.43331896621012
Khalas,IMG_3509.JPG,1066,2456,0.43403908794788276,215.82130413290895,215.93043856452903,139.15123668892176
Khalas,IMG_3521.JPG,1065,2570,0.4143968871595331,219.11950616614155,219.2797360936964,142.17664813341264
Khalas,IMG_3535.JPG,959,2541,0.3774104683195592,217.28534719766304,217.21510725889132,140.1016780956183
Khalas,IMG_3694.JPG,930,2354,0.39507221750212407,221.5002430242984,221.23662702144418,142.6206524660994
Khalas,IMG_3680.JPG,132,77,1.7142857142857142,217.8875688885138,217.51824808840234,139.2531220863876
Khalas,IMG_3496.JPG,1065,2411,0.44172542513479884,216.90493987911523,217.15840830582704,140.456193279446
Khalas,IMG_3469.JPG,515,2524,0.20404120443740095,221.15900637779706,221.9228134957633,145.63338724074433
Khalas,IMG_3441.JPG,1635,1578,1.0361216730038023,214.59082092647964,213.7115235714592,133.62976085382016
Khalas,IMG_3440.JPG,1625,1863,0.8722490606548577,220.4379386047168,219.8055137491248,139.33789168551027
Khalas,IMG_3454.JPG,1013,2769,0.3658360418923799,221.42975319581976,220.73379517996972,139.88421449456305
Khalas,IMG_3468.JPG,324,484,0.6694214876033058,218.68635459310343,219.30721726349952,143.2925439877329
