class,image,width,height,aspect_ratio,avg_r,avg_g,avg_b
Khalas,IMG_3483.JPG,736,2477,0.2971336293903916,215.96551940666797,216.1804449275906,139.85486548711134
Khalas,IMG_3497.JPG,916,2625,0.34895238095238096,217.0514001414609,217.32003894416937,140.59220109685785
Khalas,IMG_3642.JPG,421,302,1.3940397350993377,217.52468064128945,217.1746045301426,139.12623354088078
Khalas,IMG_3681.JPG,472,2456,0.19218241042345277,218.14617660375944,217.80009029965777,139.48681841563786
Khalas,IMG_3534.JPG,1075,2413,0.4455035225859925,220.88171090892203,220.95468004293838,143.4443863396455
Khalas,IMG_3520.JPG,1066,2373,0.449220396123051,221.07797490989012,221.31725326279934,143.9472472614276
Khalas,IMG_3508.JPG,1065,2446,0.43540474243663124,221.80804524293052,222.15196079416367,144.7708268586391
Khalas,IMG_3536.JPG,1064,2297,0.4632128863735307,222.33317353118213,222.49790085948217,144.811384678105
Khalas,IMG_3522.JPG,1065,2679,0.3975363941769317,220.26517182722122,220.43273674607767,143.18303112139918
Khalas,IMG_3481.JPG,618,2129,0.2902771254109911,221.2057267665645,221.72276514765875,144.89219433191872
Khalas,IMG_3495.JPG,1064,2414,0.4407622203811102,222.03567696053742,222.5337932152349,145.2989788290895
Khalas,IMG_3442.JPG,2029,3828,0.5300417972831766,216.4753351547318,215.63651959733653,135.52607147258658
Khalas,IMG_3456.JPG,691,2965,0.2330522765598651,220.24427949602767,219.4138801480517,138.67398513633472
Khalas,IMG_3457.JPG,608,2334,0.26049700085689803,220.57068222736626,219.75414140419596,139.0454632375793
Khalas,IMG_3494.JPG,1064,2307,0.4612050281751192,221.72951149994998,222.19338142245013,144.9976478440608
Khalas,IMG_3480.JPG,2243,2676,0.8381913303437967,221.265170096915,221.84252220820116,144.97173271301298
Khalas,IMG_3641.JPG,396,337,1.175074183976261,217.81695648737568,217.48299494125442,139.36829344475166
Khalas,IMG_3669.JPG,521,2392,0.21780936454849498,222.36608027147275,222.1543615103095,143.62571869105795
Khalas,IMG_3682.JPG,671,2350,0.285531914893617,223.7932041832776,223.6494555898491,144.8964929148984
Khalas,IMG_3523.JPG,840,2715,0.30939226519337015,221.23831317694044,221.4902171277542,144.07598382978608
Khalas,IMG_3537.JPG,1065,2495,0.42685370741482964,221.602620554341,221.79032004190245,144.08734234119584
Khalas,IMG_3533.JPG,1064,2453,0.4337545862209539,222.64690891400178,222.8615521717464,145.13696964440086
Khalas,IMG_3527.JPG,1064,2714,0.3920412675018423,221.37463747294024,221.65901848994056,144.17170983948117
Khalas,IMG_3692.JPG,640,2408,0.26578073089701,220.47663645663653,220.13748728504015,141.6910576770226
Khalas,IMG_3679.JPG,397,307,1.293159609120521,223.92994213409494,223.79217442781564,145.00193878020335
Khalas,IMG_3484.JPG,1063,2346,0.45311167945439046,221.1540394500886,221.66909607240584,144.83964632764275
Khalas,IMG_3453.JPG,2206,2919,0.7557382665296334,220.28271182966822,219.52376932807857,138.81444508744855
Khalas,IMG_3452.JPG,856,2816,0.3039772727272727,217.07577468599965,216.18049465994014,135.68539304519604
Khalas,IMG_3446.JPG,2253,2547,0.8845700824499411,215.64306088043338,214.6548304232932,134.22171105627714
Khalas,IMG_3491.JPG,1064,2455,0.4334012219959267,217.39846094285838,217.69658600537267,141.03164361675525
Khalas,IMG_3485.JPG,1064,2591,0.41065225781551523,215.5691416408572,215.82039164755517,139.33513977301953
Khalas,IMG_3678.JPG,158,399,0.39598997493734334,218.1908121968057,217.80555215075947,139.54484546244498
Khalas,IMG_3650.JPG,848,2296,0.3693379790940767,223.4511896804091,223.28920215245628,144.71371921841063
Khalas,IMG_3644.JPG,142,487,0.2915811088295688,221.13556178912322,220.89188254190245,142.56513592615812
Khalas,IMG_3693.JPG,735,2172,0.3383977900552486,223.70339068572818,223.50251045104952,144.72035840334934
Khalas,IMG_3687.JPG,646,2345,0.27547974413646054,221.8783609244613,221.64873126134188,142.94813624810672
Khalas,IMG_3532.JPG,957,2178,0.4393939393939394,217.63468993805728,217.6397604608732,140.40863648298182
Khalas,IMG_3524.JPG,1063,2645,0.40189035916824195,216.473202301151,216.48483386604437,139.5061384008309
Khalas,IMG_3518.JPG,1067,2714,0.3931466470154753,220.14661995286423,220.3256239260938,143.10273955475537
Khalas,IMG_3691.JPG,677,2379,0.28457335014712065,221.3074380728988,221.0019032810178,142.50766101448187
Khalas,IMG_3646.JPG,403,2407,0.1674283340257582,219.36095287181712,219.0082501558392,140.70481210437384
Khalas,IMG_3493.JPG,1063,2636,0.40326251896813353,217.22526259350352,217.471713065665,140.73724239647635
Khalas,IMG_3487.JPG,1064,2624,0.4054878048780488,216.83562007253443,217.1546551042024,140.51668149148378
Khalas,IMG_3450.JPG,1762,434,4.059907834101383,220.53836144690214,219.74693361830919,138.97993788089065
Khalas,IMG_3444.JPG,196,468,0.4188034188034188,220.98434792908023,220.3096499065858,139.63168741024734
Khalas,IMG_3478.JPG,2271,2608,0.870782208588957,215.08208438714564,215.49152189027134,139.1074229913266
Khalas,IMG_3479.JPG,453,1399,0.32380271622587564,216.20488851692886,216.53795499239112,140.16355351089177
Khalas,IMG_3445.JPG,774,2659,0.2910868747649492,217.14391810762103,216.20176581656165,135.5993454753944
Khalas,IMG_3451.JPG,1064,2918,0.36463331048663467,215.6562340923461,214.67961036183272,134.32663012706476
Khalas,IMG_3492.JPG,2255,2443,0.9230454359394188,221.33528478384346,221.83236302226223,144.73624534938344
Khalas,IMG_3519.JPG,1068,2774,0.3850036049026676,217.03793043320616,217.07409550754457,140.2204555795789
Khalas,IMG_3531.JPG,1064,2245,0.47394209354120265,220.9953173448574,221.11148178735496,143.52875428446146
Khalas,IMG_3525.JPG,1064,2800,0.38,221.34709295160323,221.5987127973001,144.15702456320372
Khalas,IMG_3581.JPG,1073,2440,0.43975409836065577,221.61892042958033,221.4584358121142,143.2857711785015
Khalas,IMG_3595.JPG,790,2341,0.3374626228107646,223.13717845328932,223.0457422634102,144.56569330802398
Khalas,IMG_3542.JPG,819,2132,0.38414634146341464,219.0889473955654,219.0805507218614,141.71510335174827
Khalas,IMG_3556.JPG,1068,2487,0.4294330518697226,217.51260572729123,217.30845605111526,139.70340960746384
Khalas,IMG_3634.JPG,665,2496,0.26642628205128205,222.5878877783672,222.3897548234239,143.89841104305984
Khalas,IMG_3620.JPG,669,2358,0.2837150127226463,221.48415139978422,221.2469042589199,142.89914865585348
Khalas,IMG_3393.JPG,3081,2075,1.4848192771084336,218.22985337496786,217.5821637579661,137.34906438435928
Khalas,IMG_3387.JPG,1433,1646,0.8705953827460511,216.68792096675668,215.95881028386844,135.90896563187658
Khalas,IMG_3436.JPG,3004,1746,1.720504009163803,218.76428585462392,218.08019405551627,137.7771496766225
Khalas,IMG_3437.JPG,2997,1757,1.7057484348321001,219.2884303242527,218.60517258855594,138.24554942915523
Khalas,IMG_3379.JPG,1928,2088,0.9233716475095786,215.75660909993712,214.9486431161944,134.78658592946246
Khalas,IMG_3386.JPG,1929,2086,0.9247363374880153,214.65359866853495,213.891529894333,133.84810445512545
Khalas,IMG_3635.JPG,259,494,0.5242914979757085,223.3898704190422,223.19051285383088,144.56402255783465
Khalas,IMG_3609.JPG,539,2608,0.2066717791411043,219.29033795894418,219.0216261484768,140.86940971552426
Khalas,IMG_3557.JPG,1071,2297,0.46626033957335655,218.22968179557114,218.05648740917567,140.34831153370772
Khalas,IMG_3543.JPG,1065,2640,0.4034090909090909,218.42228826410323,218.37243512802925,140.98815086305441
Khalas,IMG_3594.JPG,756,2488,0.30385852090032156,219.70547966767404,219.445714545021,141.29339021910366
Khalas,IMG_3580.JPG,839,2572,0.3262052877138414,217.29012691740255,217.0001814030707,139.1660963354124
Khalas,IMG_3582.JPG,1073,2236,0.4798747763864043,222.92694022026464,222.8270182180034,144.58247861788053
Khalas,IMG_3569.JPG,1071,2282,0.46932515337423314,222.88419970323574,222.9021479463163,144.62966925922353
Khalas,IMG_3555.JPG,1067,2354,0.4532710280373832,218.05703385104096,217.87151025145033,140.13169957820716
Khalas,IMG_3541.JPG,1063,2500,0.4252,222.6132352015282,222.7562930678798,144.86908838091563
Khalas,IMG_3637.JPG,551,2412,0.22844112769485903,218.10597628788366,217.73965165252056,139.60101739772662
Khalas,IMG_3390.JPG,2980,2079,1.4333814333814334,219.94858729986498,219.33835177951389,138.95095173539667
Khalas,IMG_3421.JPG,1650,1546,1.0672703751617076,215.35988599849608,214.5426315635538,134.33486409616842
Khalas,IMG_3435.JPG,2996,1774,1.6888387824126267,220.8573530534658,220.27739136132902,139.72079717551512
Khalas,IMG_3434.JPG,1551,1522,1.019053876478318,214.9561452774027,214.1021245146212,134.02375554144518
Khalas,IMG_3420.JPG,1945,1597,1.2179085785848467,215.7652402022248,214.9403384836177,134.76833549677426
Khalas,IMG_3408.JPG,2994,1753,1.7079292641186536,215.4273588985518,214.64810343926825,134.54671363499156
Khalas,IMG_3385.JPG,2975,2085,1.4268585131894485,219.86084213221952,219.29312068204877,138.88584617332177
Khalas,IMG_3636.JPG,861,2271,0.37912813738441214,223.5272663885674,223.37611269852752,144.74596860978937
Khalas,IMG_3622.JPG,741,2370,0.31265822784810127,222.8649147706976,222.70671806457548,144.29274844294767
Khalas,IMG_3540.JPG,1065,2658,0.4006772009029345,222.05291588970337,222.22869909327488,144.40579515273134
Khalas,IMG_3554.JPG,1067,2579,0.413726250484684,220.5427213720279,220.45791080371941,142.5803689280764
Khalas,IMG_3568.JPG,920,1993,0.4616156547917712,218.13899432593522,217.92962052040465,140.07598048080632
Khalas,IMG_3583.JPG,1074,2461,0.436407964242178,218.5370555122421,218.23882763604897,140.41369199120513
Khalas,IMG_3597.JPG,535,2278,0.23485513608428446,219.9054013685271,219.66126710658864,141.5196969128658
Khalas,IMG_3593.JPG,473,2331,0.20291720291720292,222.5457922748414,222.4089044571795,143.93406216063673
Khalas,IMG_3587.JPG,788,2293,0.3436546009594418,220.43112058425854,220.27503591222637,142.29014851832204
Khalas,IMG_3550.JPG,592,2228,0.26570915619389585,219.64846602214433,219.6305909542717,142.07993378397205
Khalas,IMG_3544.JPG,920,2322,0.3962101636520241,219.19006286258286,219.15446264949847,141.73822275448674
Khalas,IMG_3578.JPG,1074,2511,0.42771804062126645,217.7155007640139,217.41866277024033,139.5819781686707
Khalas,IMG_3626.JPG,739,2334,0.3166238217652099,223.72663115408523,223.64006884609338,145.0480775070016
Khalas,IMG_3632.JPG,432,306,1.411764705882353,219.1168966969236,218.86118830509474,140.7115133570709
Khalas,IMG_3381.JPG,1926,2838,0.678646934460888,220.7802563577032,220.20797705770246,139.6190458488726
Khalas,IMG_3395.JPG,2046,2063,0.9917595734367426,221.30336677401263,220.6588919543217,139.97576270781536
Khalas,IMG_3424.JPG,1736,1367,1.2699341623994147,218.49232419419081,217.75139256160335,137.3284445484861
Khalas,IMG_3430.JPG,1828,1658,1.1025331724969842,215.08460873646118,214.23576320792966,134.11867461446545
Khalas,IMG_3418.JPG,2993,1753,1.7073588134626354,218.0963527154421,217.33835183533023,136.9288193886281
Khalas,IMG_3419.JPG,1813,1484,1.221698113207547,214.7867721327375,213.9551838969443,133.7230552809392
Khalas,IMG_3431.JPG,2989,1785,1.6745098039215687,215.60572070491114,214.79091643938258,134.6702048637903
Khalas,IMG_3425.JPG,2052,3816,0.5377358490566038,221.50526973129573,220.9345396135188,140.24563627936385
Khalas,IMG_3394.JPG,2034,2076,0.9797687861271677,215.54126936603367,214.81726370045297,134.74235076276364
Khalas,IMG_3633.JPG,740,2563,0.2887241513850956,219.95547536981667,219.74889215749315,141.5419576930084
Khalas,IMG_3579.JPG,1073,2504,0.4285143769968051,221.6292355105274,221.4849489593157,143.28786881197846
Khalas,IMG_3545.JPG,1064,2612,0.40735068912710565,219.9137152107982,219.9409166849744,142.42435117982325
Khalas,IMG_3586.JPG,1074,2447,0.43890478136493666,218.1070366865105,217.894071602527,139.99443098154578
Khalas,IMG_3592.JPG,860,1967,0.43721403152008137,219.5487978167331,219.32094880615568,141.41643525216477
Khalas,IMG_3584.JPG,769,2033,0.3782587309394983,222.20298121713535,222.0608238356267,143.9396517753165
Khalas,IMG_3547.JPG,1066,2539,0.41985033477747147,217.37640791109396,217.33073368778935,139.95786989034994
Khalas,IMG_3553.JPG,1066,2558,0.41673182173573103,221.7090092132666,221.76151111325447,144.02359462296738
Khalas,IMG_3631.JPG,416,2454,0.16951915240423798,221.77348689745156,221.60114465895776,143.1246762652892
Khalas,IMG_3619.JPG,387,2377,0.16281026503996635,220.14872746583148,219.86411246677812,141.58179330498757
Khalas,IMG_3382.JPG,1930,2085,0.9256594724220624,215.03822413873172,214.25616697879158,134.18628984616126
Khalas,IMG_3433.JPG,1671,1466,1.139836289222374,215.6153122945959,214.78271076915794,134.721119905532
Khalas,IMG_3427.JPG,1787,1373,1.3015294974508376,216.92411675123958,216.1343522492641,135.88599112832932
Khalas,IMG_3426.JPG,1873,1425,1.3143859649122807,215.39411296242713,214.5349659721329,134.3588749973208
Khalas,IMG_3432.JPG,2986,1791,1.6672250139586824,220.96282118948616,220.33105708760218,139.745595645076
Khalas,IMG_3383.JPG,2971,2091,1.4208512673362028,216.14555949842108,215.38415683629472,135.26751170356795
Khalas,IMG_3630.JPG,422,2398,0.17597998331943285,221.93456277729553,221.71956218340978,143.2930246779621
Khalas,IMG_3552.JPG,697,2494,0.27947072975140336,220.96770556484338,221.02102087620028,143.36797841738826
Khalas,IMG_3546.JPG,1067,2377,0.44888514934791757,222.73373272149706,222.8511726229388,144.92833311676597
Khalas,IMG_3591.JPG,1071,2268,0.4722222222222222,223.05091939541538,222.93076335975007,144.56932700688728
Khalas,IMG_3585.JPG,1072,2535,0.42287968441814594,219.54728926879716,219.37042467965892,141.42025253093564
Khalas,IMG_3588.JPG,642,2447,0.26236207601144257,220.87007437637533,220.7637657022498,142.64773131179984
Khalas,IMG_3563.JPG,1066,2285,0.4665207877461707,221.96327547859153,221.92564645356438,143.84874606383244
Khalas,IMG_3577.JPG,1072,2490,0.43052208835341366,221.61883302120842,221.48261946480625,143.25909342894448
Khalas,IMG_3629.JPG,739,2401,0.3077884214910454,217.74342874353422,217.3863661582469,139.3353961374207
Khalas,IMG_3417.JPG,1985,1563,1.2699936020473448,218.55617037242442,217.79043831670452,137.40101191656308
Khalas,IMG_3403.JPG,2102,3819,0.5504058654097932,217.49730691792053,216.7977328969836,136.53609480157965
Khalas,IMG_3402.JPG,2007,1217,1.6491372226787182,219.59486660567057,218.9936026672168,138.5829060035151
Khalas,IMG_3416.JPG,1870,1621,1.1536088834053053,219.71996718669624,218.9903200530657,138.47800674752443
Khalas,IMG_3614.JPG,179,493,0.3630831643002028,217.76534876498556,217.47260439662995,139.3280759374464
Khalas,IMG_3562.JPG,1068,2439,0.43788437884378845,217.58511298118142,217.40593056314657,139.67136020599352
Khalas,IMG_3589.JPG,1072,2381,0.4502309953800924,220.8302894456233,220.7208748718457,142.60088293618898
Khalas,IMG_3548.JPG,1065,2584,0.4121517027863777,216.8611234465199,216.80932812544654,139.48482621920724
Khalas,IMG_3574.JPG,1069,2460,0.4345528455284553,218.5551283931863,218.32296751534278,140.5016493167188
Khalas,IMG_3560.JPG,849,1982,0.4283551967709385,220.61904651866854,220.49633136011445,142.6000229740012
Khalas,IMG_3602.JPG,691,2311,0.29900475984422326,218.34456196014446,218.05869483337264,139.98150916638087
Khalas,IMG_3616.JPG,724,2357,0.3071701315231226,221.33683753831232,221.1693502041538,142.83185900080733
Khalas,IMG_3399.JPG,459,263,1.7452471482889733,217.59762264856968,216.85393229389933,136.55784888108354
Khalas,IMG_3428.JPG,1795,1423,1.2614195361911456,215.54646703844807,214.7125541641661,134.49539118986127
Khalas,IMG_3414.JPG,1889,1423,1.3274771609276177,221.4124651482839,220.82605393509587,140.16602522540867
Khalas,IMG_3415.JPG,2992,1804,1.6585365853658536,219.94797348769004,219.2522844507316,138.7641955996192
Khalas,IMG_3401.JPG,2992,1760,1.7,215.23538516393032,214.44711123703274,134.33476881769406
Khalas,IMG_3398.JPG,1726,1494,1.1552878179384203,217.67879935056584,216.9215572934528,136.65125069882043
Khalas,IMG_3617.JPG,809,2502,0.32334132693844925,217.90695055075088,217.6335123251386,139.6032991692744
Khalas,IMG_3603.JPG,228,444,0.5135135135135135,217.3484464975923,217.05905401145262,139.0603901427469
Khalas,IMG_3561.JPG,1068,2438,0.4380639868744873,222.23126658861312,221.66698861525492,144.3205653479724
Khalas,IMG_3575.JPG,1068,2466,0.43309002433090027,222.93470706250716,222.9026843412423,144.63907704573546
Khalas,IMG_3549.JPG,1067,2777,0.38422758372344257,216.85744453642977,216.78060543302755,139.43499524221608
Khalas,IMG_3565.JPG,1066,2363,0.4511214557765552,223.02601677258374,223.05054246774262,144.88793615996155
Khalas,IMG_3559.JPG,790,2220,0.35585585585585583,217.51103840476037,217.33766188968193,139.63637330273704
Khalas,IMG_3607.JPG,408,2583,0.15795586527293845,222.8281924819423,222.70246753945545,144.21024677292309
Khalas,IMG_3613.JPG,497,2406,0.20656691604322527,223.18271335903563,223.05630148498227,144.6464106416288
Khalas,IMG_3388.JPG,1933,2086,0.926653883029722,217.53755071471693,216.79680578775148,136.60748930112598
Khalas,IMG_3405.JPG,2988,1778,1.6805399325084365,215.0791449876043,214.33503137770776,134.205963706883
Khalas,IMG_3411.JPG,1770,1572,1.1259541984732824,217.75471871249144,216.99757366415895,136.61219043147364
Khalas,IMG_3439.JPG,2996,1757,1.705179282868526,216.7149648714349,215.95445421006946,135.756323431963
Khalas,IMG_3438.JPG,1829,1461,1.2518822724161534,221.44226191433043,220.49208083499443,140.519071937425
Khalas,IMG_3410.JPG,1792,1529,1.172007848266841,219.62457707967178,218.9248078690308,138.38868806173554
Khalas,IMG_3404.JPG,1414,1339,1.0560119492158326,216.04287079234183,215.31734508066128,135.10628964075718
Khalas,IMG_3389.JPG,2975,3638,0.8177570093457944,220.50073191952802,219.90954450302925,139.44466324445588
Khalas,IMG_3606.JPG,621,2586,0.24013921113689096,219.10603121115184,218.84063595116385,140.77802504411721
Khalas,IMG_3558.JPG,1069,2336,0.4576198630136986,222.42630050931285,222.42858953698345,144.36645558047198
Khalas,IMG_3570.JPG,1071,2591,0.4133539174064068,223.26325738293752,223.28209438943188,144.96838412396048
Khalas,IMG_3599.JPG,657,2486,0.26427996781979085,222.8784316437507,222.80446786274362,144.4014335531157
Khalas,IMG_3566.JPG,683,2302,0.29669852302345784,222.67108112434627,222.693101001211,144.58507887740413
Khalas,IMG_3572.JPG,605,1940,0.3118556701030928,222.07595508437643,221.978342985093,143.75737713263032
Khalas,IMG_3638.JPG,393,2437,0.16126384899466556,222.0096528201982,221.7814027692937,143.339982341946
Khalas,IMG_3374.JPG,2988,2070,1.4434782608695653,217.9484269953668,217.2362670619356,136.95663841467336
Khalas,IMG_3406.JPG,1626,1368,1.1885964912280702,220.15802082886802,219.62392709851537,139.20075168967193
Khalas,IMG_3375.JPG,1770,2333,0.7586798114016288,219.59985831582932,218.9733244272798,138.51695761486553
Khalas,IMG_3605.JPG,828,2512,0.32961783439490444,221.74342171067673,221.5898570342864,143.1844827366791
Khalas,IMG_3573.JPG,1068,2536,0.42113564668769715,222.54869662172783,222.4667214671389,144.19291675150748
Khalas,IMG_3500.JPG,1065,2649,0.40203850509626277,218.49379930814544,218.74356716803126,141.9208177270876
Khalas,IMG_3514.JPG,1066,2558,0.41673182173573103,219.63381736137902,219.829834151824,142.63092216837063
Khalas,IMG_3689.JPG,570,2473,0.23048928427011728,217.85878931925512,217.4531165159179,139.06504070350007
Khalas,IMG_3676.JPG,768,2396,0.32053422370617696,218.48483470328932,218.14412764212176,139.90269466726323
Khalas,IMG_3662.JPG,100,261,0.3831417624521073,219.29196087453917,218.9441337149384,140.53427345893348
Khalas,IMG_3448.JPG,784,2899,0.27043808209727493,215.9583273609861,215.02320608549812,134.5974835542767
Khalas,IMG_3474.JPG,926,2340,0.3957264957264957,220.71237521701389,221.3805627670253,144.7766033463899
Khalas,IMG_3460.JPG,2191,2443,0.8968481375358166,220.96659096856067,221.93008111675525,146.0444642927312
Khalas,IMG_3461.JPG,937,2412,0.3884742951907131,219.1875544209212,220.0472120189972,144.32561694905263
Khalas,IMG_3663.JPG,653,2202,0.29654859218891916,220.68029762829718,220.4322765962577,141.9440466972808
Khalas,IMG_3677.JPG,651,2096,0.31059160305343514,223.77465664026778,223.60495066283008,144.80479980245485
Khalas,IMG_3515.JPG,1067,2571,0.4150136133800078,216.75184796703533,216.85873037721123,139.92166278631544
Khalas,IMG_3501.JPG,1067,2450,0.43551020408163266,218.65945921567786,218.92199210265917,142.09984715256346
Khalas,IMG_3529.JPG,1011,2547,0.39693757361601884,220.4920665460141,220.60230731310014,143.09823344666282
Khalas,IMG_3517.JPG,1066,2782,0.38317757009345793,219.20400650729096,219.39107130737025,142.29826019384788
Khalas,IMG_3503.JPG,1066,2756,0.3867924528301887,218.96037448068486,219.2608682765882,142.37204804178455
Khalas,IMG_3649.JPG,710,2531,0.2805215329909127,217.63207092424696,217.29971320453603,139.1336734668817
Khalas,IMG_3661.JPG,944,2230,0.4233183856502242,221.20214866076532,220.88182572311172,142.50211929021276
Khalas,IMG_3488.JPG,1064,2452,0.433931484502447,219.5461911383316,219.97563717689044,143.1184349391468
Khalas,IMG_3463.JPG,447,248,1.8024193548387097,218.32924093587462,218.99437097899164,143.2132259695073
Khalas,IMG_3477.JPG,738,2548,0.28963893249607536,221.48686256635446,222.16983357356682,145.26187313796726
Khalas,IMG_3476.JPG,1386,2295,0.6039215686274509,221.21634035324146,221.89334699493813,145.016907882516
Khalas,IMG_3462.JPG,2209,2505,0.8818363273453094,214.88584159638273,215.52987490890774,139.98122874514175
Khalas,IMG_3489.JPG,2253,2573,0.8756315584920327,218.7878012184035,219.16511229352423,142.36385113472366
Khalas,IMG_3502.JPG,2263,2404,0.9413477537437605,218.2918492418803,218.55183361107538,141.7855505365512
Khalas,IMG_3516.JPG,1068,2619,0.40778923253150057,216.54195501382458,216.67450115830047,139.74404841642377
Khalas,IMG_3512.JPG,1067,2632,0.4053951367781155,221.0277256453261,221.39668827205148,144.1855717132666
Khalas,IMG_3506.JPG,1067,2539,0.4202441906262308,216.06232758335833,216.276300096272,139.6367653566351
Khalas,IMG_3670.JPG,404,254,1.5905511811023623,221.66619976307084,221.44236243953975,142.81109901013087
Khalas,IMG_3658.JPG,892,2472,0.36084142394822005,221.3515685839799,221.10510851140975,142.72961436944516
Khalas,IMG_3499.JPG,1065,2669,0.3990258523791682,221.96162845034223,222.46058194998142,145.24531762393903
Khalas,IMG_3466.JPG,601,1997,0.30095142714071105,220.9715282577982,221.76206910909994,145.52125826304942
Khalas,IMG_3472.JPG,1061,2288,0.4637237762237762,217.42756134437872,217.88739401595365,141.80721341217279
Khalas,IMG_3473.JPG,555,2429,0.2284890901605599,216.38720195196402,216.86322956407892,140.58926443231667
Khalas,IMG_3467.JPG,735,2310,0.3181818181818182,216.8993680140282,217.4792446420789,141.53855038517733
Khalas,IMG_3659.JPG,670,2598,0.25789068514241725,217.83001756428254,217.40539561944516,139.15475222461563
Khalas,IMG_3671.JPG,384,2420,0.15867768595041323,223.92741220314645,223.7771789801955,144.9439964625843
Khalas,IMG_3507.JPG,1065,2546,0.4183032207384132,221.46226726823275,221.84258394106152,144.53442226526778
Khalas,IMG_3513.JPG,1068,2580,0.413953488372093,217.8217269416045,218.00185410683156,141.1576623764003
Khalas,IMG_3505.JPG,1067,2527,0.4222398100514444,218.47909064482596,218.7526883935078,142.01113011098965
Khalas,IMG_3511.JPG,1067,2612,0.40849923430321594,221.86238389087148,222.24627788807084,144.92038275043225
Khalas,IMG_3673.JPG,283,307,0.9218241042345277,221.36839156985883,221.14867884980853,142.55478272265805
Khalas,IMG_3667.JPG,468,2487,0.1881785283474065,222.486988878708,222.29144775502257,143.74682985575274
Khalas,IMG_3465.JPG,1058,2576,0.4107142857142857,218.43022997890588,219.07494559024207,143.2207627926562
Khalas,IMG_3459.JPG,2180,2469,0.8829485621709194,219.86892562049897,220.77261739067143,145.10262273117783
Khalas,IMG_3458.JPG,880,2932,0.30013642564802184,215.41385330039722,214.4177717741734,134.12323598072416
Khalas,IMG_3464.JPG,1057,2457,0.4301994301994302,216.96204645883344,217.5421968659801,141.9250311901649
Khalas,IMG_3470.JPG,698,2351,0.2968949383241174,217.6978956797268,218.22179461332234,142.10009056757616
Khalas,IMG_3672.JPG,353,206,1.7135922330097086,222.46448753018547,222.2609450240412,143.5709118557456
Khalas,IMG_3510.JPG,1066,2887,0.36924142708694146,220.09164455223694,220.37737420338934,143.26446803912322
Khalas,IMG_3504.JPG,1066,2485,0.4289738430583501,220.25535568844307,220.6107985396662,143.62074244202248
Safawi,IMG_3086.JPG,1805,1811,0.9966869133075649,219.93208330430883,220.0146859460734,136.14211803099636
Safawi,IMG_3092.JPG,1815,3440,0.5276162790697675,219.19132319530178,219.3647881792624,135.44123366590935
Safawi,IMG_3079.JPG,1943,3449,0.5633516961438098,219.93769613858169,220.1602153594929,136.22692212461064
Safawi,IMG_3723.JPG,2144,1842,1.1639522258414767,222.87205965158108,221.50934940263133,142.4047326889003
Safawi,IMG_3045.JPG,1986,3448,0.5759860788863109,223.720444751211,223.9675800897348,139.6311781978738
Safawi,IMG_3737.JPG,2021,1836,1.1007625272331154,220.98477559379643,219.52809101901863,140.7340750988619
Safawi,IMG_3131.JPG,1720,2078,0.8277189605389798,218.1765301935085,218.39272374980354,134.74908344005416
Safawi,IMG_3124.JPG,1645,2834,0.5804516584333098,220.2716542240905,220.63048434508244,136.9406848239419
Safawi,IMG_3130.JPG,1659,2073,0.8002894356005789,217.97077674673855,218.1624469521605,134.58125417506145
Safawi,IMG_3118.JPG,1846,2436,0.7577996715927751,220.61504794845965,220.90984602284092,137.20779364524392
Safawi,IMG_3050.JPG,1820,2881,0.6317250954529677,219.15451762858297,219.27136866774904,135.25959605499114
Safawi,IMG_3736.JPG,1992,1694,1.1759149940968123,223.25064585074801,221.8705019852752,143.00602062837578
Safawi,IMG_3722.JPG,2011,1842,1.0917480998914224,224.3274566552712,223.00950747447632,144.01902281905507
Safawi,IMG_3044.JPG,1656,2882,0.5746009715475364,222.82787377070116,223.10984229431014,138.74754391405534
Safawi,IMG_3093.JPG,1812,2880,0.6291666666666667,218.65121737647178,218.76972777929598,134.92687949209818
Safawi,IMG_3087.JPG,1834,2849,0.6437346437346437,218.93416034156022,219.08023083847738,135.23816822193288
Safawi,IMG_3091.JPG,1963,3441,0.5704736995059576,220.07872402084763,219.65982849651348,136.38603053465792
Safawi,IMG_3085.JPG,2040,2883,0.7075962539021852,218.78035660383088,218.8307987696295,134.91657228125356
Safawi,IMG_3708.JPG,2895,2359,1.2272149215769395,225.43956821827132,224.27497713763145,144.99745382649962
Safawi,IMG_3734.JPG,2206,2553,0.864081472777125,225.47969753577604,224.23768808986696,145.13935032248443
Safawi,IMG_3720.JPG,1851,1849,1.0010816657652786,221.36891306182486,219.91455145104595,140.97921249187314
Safawi,IMG_3697.JPG,1336,792,1.6868686868686869,225.36907118948616,224.16084195360725,144.78378707543868
Safawi,IMG_3126.JPG,620,2456,0.252442996742671,223.11687241682029,223.57010687264233,139.55545636993813
Safawi,IMG_3132.JPG,270,447,0.6040268456375839,217.656762338088,217.3478740453175,134.44521900764818
Safawi,IMG_3133.JPG,1736,3428,0.5064177362893816,220.126637148759,220.447423864294,136.72712406809057
Safawi,IMG_3127.JPG,1700,3424,0.49649532710280375,223.38188271158407,223.87096291652378,139.86714373999772
Safawi,IMG_3696.JPG,2868,2398,1.1959966638865722,220.28640586598365,218.85592264839107,139.7977287665752
Safawi,IMG_3721.JPG,2147,1714,1.2526254375729289,220.68119794569117,219.22695522369398,140.26980999674925
